CASE_NUMBER,Date Rptd,DATE OCC,TIME OCC,COD_AREA,Rpt Dist No,Part 1-2,Crm Cd,Vict Age,Vict Sex,Vict Descent,Premis Cd,Weapon Used Cd,Status,Status Desc,LOCATION,Cross Street,LAT,LON,Custom
201806953,2/21/2020,2/20/2020,2300,18,1801,1,510,0,,,101,-9,IC,Invest Cont,800 W 94TH ST,,33.9555,-118.2871,800 ST94TH ST
201422195,12/26/2020,12/25/2020,1030,14,1465,1,310,0,X,X,203,-9,IC,Invest Cont,11900 JEFFERSON BL,,33.985,-118.4034,1190BL JEFFEBL
201707692,3/25/2020,3/25/2020,330,17,1701,1,341,61,M,W,108,-9,IC,Invest Cont,19700 RINALDI ST,,34.2748,-118.5621,1970 S RINAL ST
201711692,7/28/2020,7/24/2020,900,17,1701,2,354,65,M,A,232,-9,IC,Invest Cont,20300 WYNFREED LN,,34.2917,-118.5752,2030 LN WYNFR LN
201708792,5/4/2020,4/23/2020,1200,17,1716,2,354,57,F,W,501,-9,IC,Invest Cont,11900 SALEM DR,,34.2865,-118.5052,1190 SALEMDR
201610933,7/10/2020,7/10/2020,1320,16,1633,1,310,24,F,H,502,-9,AA,Adult Arrest,10800 GLENOAKS BL,,34.2657,-118.403,1080 BL GLENO BL
201708477,4/24/2020,4/18/2020,140,17,1781,1,330,71,F,A,123,500,IC,Invest Cont,8700 DE SOTO AV,,34.2282,-118.5885,8700 A DE SOT AV
201506130,2/12/2020,2/12/2020,1535,15,1543,1,440,26,M,H,222,-9,IC,Invest Cont,5300 LAUREL CANYON BL,,34.1685,-118.4008,5300 LAURELBL
201416729,9/4/2020,9/3/2020,1,14,1473,1,330,50,M,W,104,-9,IC,Invest Cont,7700 W 81ST ST,,33.9624,-118.4325,7700 ST 81ST ST
201917282,11/23/2020,11/14/2020,1500,19,1985,2,354,32,F,H,502,-9,IC,Invest Cont,14600 RAYEN ST,,34.2317,-118.4502,1460 RAYENST
201515403,9/21/2020,9/16/2020,2020,15,1583,1,310,49,M,W,501,-9,IC,Invest Cont,4200 IRVINE AV,,34.1455,-118.3856,4200 IRVINE AV
202005558,2/3/2020,2/3/2020,1230,20,2026,2,626,27,F,W,502,400,AO,Adult Other,300 S BERENDO ST,,34.0691,-118.2941,300 BERENDO ST
201414762,8/2/2020,7/31/2020,2000,14,1406,1,420,0,,,103,-9,IC,Invest Cont,3500 MENTONE AV,,34.0243,-118.4085,3500 A MENTON AV
201808912,3/30/2020,3/30/2020,1730,18,1831,1,210,0,X,X,203,400,IC,Invest Cont,12700 S FIGUEROA ST,,33.9176,-118.2828,1270 FIGUE ST
202014491,9/10/2020,9/10/2020,1345,20,2001,1,440,42,F,W,119,-9,IC,Invest Cont,400 N NORTON AV,,34.0785,-118.317,400 NORTON AV
201414820,8/3/2020,4/29/2020,1236,14,1488,1,510,0,,,203,-9,IC,Invest Cont,9000 AIRPORT BL,,33.9546,-118.3858,9000 B AIRPOR BL
201706181,2/18/2020,2/15/2020,1800,17,1764,1,343,0,X,X,404,-9,AO,Adult Other,9300 TAMPA AV,,34.244,-118.5583,9300 TAMPA AV
201612382,8/30/2020,8/26/2020,315,16,1653,1,220,0,M,W,401,204,AA,Adult Arrest,SAN FERNANDO,OSBORNE ST,34.2542,-118.4095,SAN NANDONDO
201821414,12/1/2020,12/1/2020,10,18,1821,2,626,51,F,H,501,400,IC,Invest Cont,800 W 95TH ST,,33.9501,-118.2901,800 ST95TH ST
201406851,2/18/2020,2/18/2020,850,14,1406,2,624,23,F,H,102,400,IC,Invest Cont,MOTOR,WASHINGTON,34.0187,-118.4025,MOTOTOR
202114882,10/15/2020,10/15/2020,2145,21,2103,2,624,29,M,O,501,400,AO,Adult Other,8600 DELMONICO AV,,34.2284,-118.6128,8600AV DELMONAV
201411172,5/20/2020,5/20/2020,1130,14,1413,2,626,39,M,W,102,400,IC,Invest Cont,3RD,ROSE,33.9955,-118.4745,3RD3RD
201800801,9/15/2020,9/15/2020,1800,18,1844,1,236,40,M,H,101,307,AO,Adult Other,11100 STANFORD AV,,33.9345,-118.263,1110 AV STANF AV
201314843,8/2/2020,7/24/2020,2000,13,1383,1,510,0,,,101,-9,IC,Invest Cont,5800 WOODLAWN AV,,33.9861,-118.2728,5800 AV WOODLA AV
201904697,1/16/2020,1/15/2020,2200,19,1985,1,510,0,,,101,-9,IC,Invest Cont,8800 TOBIAS AV,,34.2299,-118.4516,8800 TOBIAS AV
202112776,8/15/2020,8/14/2020,2350,21,2196,1,230,23,F,W,109,400,AO,Adult Other,20800 WELLS DR,,34.1575,-118.5861,2080 WELLSDR
201904473,1/11/2020,1/11/2020,1545,19,1983,1,510,0,,,101,-9,IC,Invest Cont,8500 BURNET AV,,34.2246,-118.4633,8500 BURNET AV
202108217,4/10/2020,2/24/2020,1620,21,2158,2,354,38,F,W,501,-9,IC,Invest Cont,DE SOTO AV,ERWIN ST,34.1827,-118.5903,DE S AV
201406554,2/13/2020,2/9/2020,1100,14,1469,1,420,0,,,707,-9,IC,Invest Cont,7000 LA TIJERA BL,,33.9751,-118.3743,7000BL LA TIJBL
201705570,2/5/2020,2/2/2020,100,17,1708,1,341,73,M,W,501,-9,AO,Adult Other,16400 SHAMHART DR,,34.2869,-118.4893,1640 DR SHAMH DR
202114248,9/15/2020,9/15/2020,1200,21,2189,2,354,0,F,O,101,-9,IC,Invest Cont,19700 W VENTURA BL,,34.1648,-118.5771,1970 VENTU BL
201715234,11/10/2020,11/10/2020,2130,17,1764,2,626,44,F,O,502,400,AO,Adult Other,19500 NORDHOFF ST,,34.2355,-118.5573,1950 ST NORDH ST
201716047,12/5/2020,12/5/2020,117,17,1767,2,624,27,M,H,502,400,AA,Adult Arrest,18500 CITRONIA ST,,34.2455,-118.5361,1850 ST CITRO ST
202107287,3/8/2020,3/8/2020,2330,21,2177,1,210,24,M,X,301,511,AO,Adult Other,5900 CANOGA AV,,34.1773,-118.5974,5900 CANOGA AV
201417096,9/13/2020,9/11/2020,2200,14,1414,1,210,64,M,W,124,400,IC,Invest Cont,900 BROADWAY,,33.9977,-118.4627,900 BROADWAWAY
202106717,2/28/2020,2/28/2020,435,21,2139,2,901,45,F,H,502,-9,IC,Invest Cont,20200 COHASSET ST,,34.2071,-118.5739,2020 ST COHAS ST
201413082,7/1/2020,7/1/2020,935,14,1425,1,220,52,M,H,103,400,IC,Invest Cont,PALMS,GRANDVIEW,34.0209,-118.4318,PALMLMS
201419018,10/20/2020,10/20/2020,2150,14,1483,2,624,19,F,W,101,500,IC,Invest Cont,ELECTRIC AV,CALIFORNIA,33.9568,-118.429,ELECC AV
202112918,8/4/2020,8/2/2020,100,21,2137,2,626,35,F,H,502,400,AO,Adult Other,SATICOY,DE SOTO,34.2083,-118.5885,SATICOY
201917461,11/26/2020,11/26/2020,2310,19,1902,2,437,0,M,H,501,400,IC,Invest Cont,13500 FELLOWS AV,,34.3176,-118.4594,1350 A FELLO AV
202015257,9/28/2020,9/28/2020,1900,20,2079,2,626,39,F,H,502,400,AA,Adult Arrest,2200 W PICO BL,,34.0473,-118.2842,2200 BL PICO BL
201904560,1/11/2020,1/11/2020,1440,19,1966,2,624,24,M,O,108,400,IC,Invest Cont,14200 NORDHOFF ST,,34.2386,-118.4464,1420 ST NORDH ST
201318335,10/12/2020,10/11/2020,1400,13,1394,2,624,59,M,H,502,400,IC,Invest Cont,6900 S MAIN ST,,33.9773,-118.2739,6900 ST MAIN ST
202113704,9/4/2020,9/4/2020,2230,21,2187,1,343,28,M,X,402,-9,IC,Invest Cont,21900 W VENTURA BL,,34.1685,-118.6038,2190 VENTU BL
201805787,2/2/2020,2/2/2020,2020,18,1804,2,745,29,F,H,501,-9,IC,Invest Cont,8700 S CENTRAL AV,,33.9593,-118.2564,8700 CENTRA AV
202011324,6/24/2020,6/19/2020,1200,20,2011,1,510,0,,,101,-9,IC,Invest Cont,WESTERN,COUNCIL,34.0746,-118.3091,WESTERN
201320969,12/6/2020,12/6/2020,1100,13,1377,2,624,59,M,H,501,400,IC,Invest Cont,5700 HOLMES AV,,33.991,-118.2412,5700 HOLMES AV
210807308,3/23/2021,11/1/2020,1200,8,822,1,341,91,M,W,501,-9,AO,Adult Other,400 WYNOLA ST,,34.0403,-118.5375,400 WYNOLA ST
202105052,1/23/2020,1/23/2020,1755,21,2114,2,354,40,M,W,203,-9,IC,Invest Cont,8200 TOPANGA CANYON BL,,34.2139,-118.6103,8200 TOPANG BL
201813621,7/4/2020,7/3/2020,2215,18,1849,1,350,63,M,B,102,400,IC,Invest Cont,11500 WILMINGTON AV,,33.9314,-118.2391,1150 WILMI AV
201906644,2/24/2020,2/23/2020,1930,19,1985,1,442,0,M,O,404,-9,IC,Invest Cont,8300 VAN NUYS BL,,34.2216,-118.4488,8300 BL VAN NU BL
201412735,6/24/2020,6/24/2020,305,14,1466,2,946,0,X,X,101,109,IC,Invest Cont,SEPULVEDA BL,HOWARD HUGHES,33.9759,-118.394,SEPUDA BL
201408982,3/29/2020,3/29/2020,720,14,1494,2,888,0,X,X,212,-9,IC,Invest Cont,500 WORLD WAY,,33.9428,-118.4054,500 WORLD WWAY
201819898,11/2/2020,11/1/2020,2300,18,1862,1,236,47,F,H,501,200,AA,Adult Arrest,300 W 118TH PL,,33.9256,-118.2782,300 PL118TH PL
201413107,6/28/2020,6/26/2020,2135,14,1441,1,440,50,F,O,117,-9,IC,Invest Cont,OCEAN FRONT WK,N VENICE BL,33.9842,-118.4714,OCEARONT WK
201421501,12/10/2020,12/10/2020,1345,14,1412,2,900,24,F,W,502,-9,IC,Invest Cont,00 DUDLEY AV,,33.9944,-118.4792,00 UDLEY AV
202017295,11/18/2020,11/17/2020,1630,20,2076,1,330,36,M,H,108,-9,IC,Invest Cont,2500 W PICO BL,,34.0473,-118.2916,2500 BL PICO BL
201911521,6/27/2020,6/22/2020,1130,19,1963,2,354,45,F,H,507,-9,IC,Invest Cont,9600 SYLMAR AV,,34.2444,-118.4479,9600 SYLMAR AV
202111962,7/24/2020,7/24/2020,1811,21,2156,1,442,26,M,X,404,-9,IC,Invest Cont,21900 VANOWEN ST,,34.1938,-118.6037,2190 S VANOW ST
201815548,8/13/2020,8/13/2020,1610,18,1844,2,902,34,F,B,501,-9,AO,Adult Other,700 E 109TH ST,,33.9373,-118.263,700 ST109TH ST
201517633,11/17/2020,11/11/2020,1430,15,1555,1,440,26,F,W,501,-9,IC,Invest Cont,11000 CAMARILLO ST,,34.1577,-118.371,1100ST CAMARST
201915950,10/20/2020,10/20/2020,2000,19,1963,2,813,8,M,H,501,-9,IC,Invest Cont,14600 PLUMMER ST,,34.2454,-118.4505,1460 S PLUMM ST
201805710,2/1/2020,1/31/2020,2030,18,1822,1,510,0,,,101,-9,IC,Invest Cont,100 W 101ST ST,,33.9447,-118.2739,100 ST101ST ST
201912391,7/21/2020,7/21/2020,332,19,1963,1,330,54,F,H,101,-9,IC,Invest Cont,9600 CEDROS AV,,34.2446,-118.4535,9600 CEDROS AV
201815647,8/15/2020,8/10/2020,2100,18,1804,2,626,38,F,B,501,400,IC,Invest Cont,600 CALIBURN DR,,33.9565,-118.2646,600 DRCALIBUR DR
201609767,6/7/2020,6/7/2020,1550,16,1687,1,442,0,M,O,210,-9,IC,Invest Cont,8200 SAN FERNANDO RD,,34.2252,-118.3779,8200 SAN FE RD
202105779,2/9/2020,2/9/2020,1400,21,2156,1,442,50,M,W,404,-9,IC,Invest Cont,21900 VANOWEN ST,,34.1938,-118.6044,2190 S VANOW ST
201410383,5/2/2020,4/24/2020,830,14,1454,2,624,50,F,W,501,400,AO,Adult Other,12900 WALSH AV,,33.9869,-118.4301,1290 WALSHAV
202106137,2/17/2020,2/15/2020,900,21,2177,1,440,69,F,W,502,-9,IC,Invest Cont,21800 MARYLEE ST,,34.1753,-118.6032,2180 S MARYL ST
201615647,12/13/2020,12/12/2020,1115,16,1642,2,624,66,F,W,501,400,AO,Adult Other,13200 GLAMIS ST,,34.2541,-118.4204,1320 GLAMI ST
201609785,6/8/2020,6/7/2020,2200,16,1643,2,740,42,M,H,122,-9,IC,Invest Cont,13000 GLAMIS ST,,34.2574,-118.4159,1300 GLAMI ST
202018941,12/30/2020,12/29/2020,1930,20,2046,1,510,0,,,101,-9,IC,Invest Cont,900 S BERENDO ST,,34.0545,-118.2941,900 BERENDO ST
201709960,6/12/2020,6/12/2020,1800,17,1764,2,626,23,F,O,104,400,AA,Adult Arrest,9400 CORBIN AV,,34.241,-118.5623,9400 CORBIN AV
201607355,3/22/2020,3/6/2020,1500,16,1685,2,930,53,M,O,501,511,IC,Invest Cont,7700 LEMP AV,,34.2103,-118.3845,7700 LEMP AV
202009467,5/7/2020,5/7/2020,1920,20,2039,2,626,31,M,H,502,400,AA,Adult Arrest,2900 SUNSET PL,,34.0608,-118.286,2900 SUNSET PL
201511138,6/11/2020,5/30/2020,2000,15,1539,1,510,0,,,101,-9,IC,Invest Cont,5800 WHITNALL HY,,34.1762,-118.3615,5800 HY WHITNA HY
201821134,11/25/2020,11/24/2020,1800,18,1834,1,510,0,,,101,-9,IC,Invest Cont,800 E 104TH ST,,33.9419,-118.2587,800 ST104TH ST
201406550,2/12/2020,2/12/2020,950,14,1495,2,930,67,M,H,108,511,AA,Adult Arrest,6100 WESTCHESTER PY,,33.9523,-118.3906,6100 WESTCH PY
210705560,11/27/2020,11/27/2020,1800,7,776,1,230,31,F,O,101,307,AA,Adult Arrest,4500 LOMITA ST,,34.0452,-118.3351,4500 LOMITA ST
201916808,11/12/2020,10/10/2020,800,19,1974,2,354,61,M,W,501,-9,IC,Invest Cont,14600 RAYEN ST,,34.2337,-118.4536,1460 RAYENST
201312291,6/15/2020,6/15/2020,15,13,1317,1,210,59,M,B,101,304,IC,Invest Cont,16TH ST,CENTRAL AV,34.0264,-118.2488,16TH ST ST
201318288,10/11/2020,10/11/2020,1845,13,1372,2,624,40,F,H,401,400,IC,Invest Cont,5600 S MAIN ST,,33.9907,-118.2739,5600 ST MAIN ST
201421084,12/1/2020,11/25/2020,2332,14,1485,1,310,0,X,X,710,-9,IC,Invest Cont,8800 S SEPULVEDA BL,,33.9579,-118.402,8800 SEPULVBL
202100963,12/12/2020,12/12/2020,930,21,2142,1,310,31,F,W,707,-9,IC,Invest Cont,6200 JACKIE AV,,34.1829,-118.6382,6200 JACKIE AV
201509078,4/22/2020,4/22/2020,1210,15,1514,1,251,80,M,W,502,102,JA,Juv Arrest,11900 VANOWEN ST,,34.1939,-118.3929,1190 S VANOW ST
201315212,8/8/2020,8/8/2020,1803,13,1303,1,648,30,F,X,203,-9,IC,Invest Cont,900 E 9TH ST,,34.0346,-118.2474,900 S9TH ST
211504113,1/4/2021,12/19/2020,1200,15,1517,1,420,0,,,101,-9,IC,Invest Cont,6600 TUJUNGA AV,,34.1903,-118.3791,6600 A TUJUNG AV
202115563,11/2/2020,11/2/2020,825,21,2136,1,230,27,F,B,101,311,IC,Invest Cont,SHERMAN WY,DEERING AV,34.2011,-118.5966,SHER WY
201709380,5/23/2020,5/15/2020,1800,17,1759,2,930,63,M,H,501,511,IC,Invest Cont,15600 STARE ST,,34.2528,-118.4729,1560 STAREST
201908277,4/1/2020,3/31/2020,2012,19,1974,2,813,11,F,H,704,-9,IC,Invest Cont,9000 WILLIS AV,,34.233,-118.4553,9000 WILLIS AV
201910569,6/4/2020,6/4/2020,2300,19,1972,2,900,39,M,H,502,-9,IC,Invest Cont,8900 COLUMBUS AV,,34.2319,-118.4654,8900 AV COLUMB AV
201906391,2/19/2020,2/18/2020,2000,19,1983,1,510,0,,,108,-9,IC,Invest Cont,15100 ROSCOE BL,,34.2249,-118.4637,1510 ROSCO BL
202015012,9/23/2020,9/23/2020,205,20,2029,1,510,0,,,707,-9,IC,Invest Cont,300 S VIRGIL AV,,34.0686,-118.2868,300 VIRGIL AV
201421064,12/1/2020,12/1/2020,1720,14,1431,1,230,26,M,B,102,102,AA,Adult Arrest,1600 OCEAN FRONT WK,,33.9863,-118.4732,1600 OCEAN WK
210613848,8/5/2021,12/4/2020,1300,6,622,1,341,0,X,X,109,-9,IC,Invest Cont,2000 N FULLER AV,,34.1064,-118.3493,2000 FULLER AV
201700622,3/10/2020,3/10/2020,1910,17,1764,1,442,0,X,X,101,-9,IC,Invest Cont,9300 TAMPA AV,,34.244,-118.5583,9300 TAMPA AV
202113190,8/28/2020,8/28/2020,1130,21,2148,2,740,57,M,W,101,-9,AA,Adult Arrest,WINNETKA AV,VANOWEN ST,34.1938,-118.571,WINNA AV
202109037,5/4/2020,5/3/2020,2030,21,2139,2,740,27,F,F,122,-9,IC,Invest Cont,LUBAO,VALERIO,34.2047,-118.568,LUBABAO
201420592,11/20/2020,11/20/2020,2045,14,1416,1,310,32,M,W,501,-9,IC,Invest Cont,3300 HALDERMAN ST,,34.0088,-118.4469,3300ST HALDERST
201908725,4/13/2020,4/12/2020,1150,19,1998,1,330,39,M,W,123,-9,IC,Invest Cont,14200 ROSCOE BL,,34.2216,-118.4427,1420 ROSCO BL
201811018,5/12/2020,5/12/2020,1,18,1849,1,330,32,F,H,122,500,IC,Invest Cont,2100 E 114TH ST,,33.9315,-118.2349,2100ST 114TH ST
201716355,12/17/2020,12/17/2020,1000,17,1701,2,888,0,X,X,404,-9,IC,Invest Cont,19800 RINALDI ST,,34.2749,-118.5661,1980 S RINAL ST
201512971,7/22/2020,7/22/2020,1215,15,1503,2,437,34,F,H,101,511,AA,Adult Arrest,LAUREL CANYON BL,VANOWEN ST,34.194,-118.3965,LAURCANYON BL
201810382,4/30/2020,4/30/2020,1500,18,1806,2,740,26,M,O,122,400,IC,Invest Cont,8900 S AVALON BL,,33.9556,-118.2651,8900 AVALON BL
201313512,7/5/2020,7/5/2020,905,13,1347,1,310,0,F,W,213,-9,IC,Invest Cont,2500 S ALAMEDA ST,,34.0096,-118.244,2500 ALAMED ST
201316923,9/13/2020,9/8/2020,800,13,1352,2,745,53,M,H,122,-9,IC,Invest Cont,4400 METTLER ST,,34.0016,-118.2665,4400 S METTLE ST
201812550,6/13/2020,6/13/2020,1500,18,1801,1,220,12,M,H,102,500,IC,Invest Cont,89TH ST,FIGUEROA ST,33.956,-118.2827,89TH ST ST
202017147,11/14/2020,11/13/2020,2100,20,2005,1,236,31,M,W,122,400,AA,Adult Arrest,400 N NORMANDIE AV,,34.0799,-118.3025,400 NORMANDAV
202010052,5/20/2020,5/20/2020,215,20,2022,2,930,25,F,H,502,511,AO,Adult Other,4100 W 6TH ST,,34.0655,-118.3114,4100 S 6TH ST
201510788,6/2/2020,5/5/2020,1000,15,1595,2,354,36,M,W,501,-9,IC,Invest Cont,11900 LAURELWOOD DR,,34.1418,-118.3914,1190 LAURE DR
201511211,6/13/2020,6/12/2020,230,15,1527,1,331,56,M,W,104,-9,IC,Invest Cont,6400 ELMER AV,,34.1867,-118.3768,6400 ELMER AV
201513405,8/2/2020,8/1/2020,2210,15,1527,1,310,0,M,W,403,-9,IC,Invest Cont,11300 VICTORY BL,,34.1867,-118.3773,1130 B VICTO BL
201812027,6/2/2020,6/1/2020,2100,18,1822,1,420,0,,,101,-9,IC,Invest Cont,300 W 94TH ST,,33.951,-118.2781,300 ST94TH ST
201310149,4/29/2020,4/29/2020,1600,13,1385,1,210,17,M,H,102,102,AA,Adult Arrest,300 E 59TH PL,,33.9861,-118.2696,300 PL59TH PL
202005396,1/30/2020,1/30/2020,1900,20,2005,1,410,25,F,H,101,-9,IC,Invest Cont,300 N ARDMORE AV,,34.0763,-118.3023,300 ARDMORE AV
202005015,1/24/2020,1/23/2020,2345,20,2027,2,624,20,M,A,735,400,AO,Adult Other,3300 WILSHIRE BL,,34.0636,-118.296,3300 BL WILSHI BL
201606166,2/22/2020,2/18/2020,1700,16,1651,1,510,0,,,101,-9,IC,Invest Cont,LAUREL CANYON BL,BRANFORD,34.2439,-118.4164,LAURCANYON BL
201506534,2/20/2020,2/20/2020,2000,15,1585,1,330,43,M,O,108,-9,IC,Invest Cont,10900 VENTURA BL,,34.143,-118.3727,1090 B VENTU BL
201917531,11/30/2020,11/29/2020,700,19,1999,1,330,20,F,H,108,-9,IC,Invest Cont,13600 WILLARD ST,,34.2177,-118.4292,1360 S WILLA ST
201312050,6/9/2020,6/1/2020,1700,13,1353,2,354,26,F,H,501,-9,IC,Invest Cont,700 E 43RD ST,,34.0057,-118.2635,700 ST43RD ST
201711448,7/13/2020,7/8/2020,1354,17,1708,1,341,35,M,W,501,-9,IC,Invest Cont,12700 WOODLEY AV,,34.3021,-118.4979,1270 A WOODL AV
201313878,7/13/2020,7/13/2020,2015,13,1344,2,930,30,F,H,501,511,IC,Invest Cont,300 E 42ND ST,,34.0075,-118.2696,300 ST42ND ST
202013679,8/20/2020,8/20/2020,1800,20,2076,2,900,47,M,H,501,-9,AO,Adult Other,1700 S BERENDO ST,,34.0414,-118.2934,1700 BEREND ST
202112411,8/6/2020,8/6/2020,1500,21,2187,2,647,59,F,W,101,219,IC,Invest Cont,AVENUE SAN LUIS,FALLBROOK,34.1635,-118.5977,AVENSAN LUIUIS
201808513,3/21/2020,3/21/2020,2230,18,1842,1,420,0,,,101,-9,IC,Invest Cont,113TH ST,MAIN ST,33.932,-118.2739,113TST ST
201318426,10/14/2020,10/14/2020,700,13,1307,1,230,51,M,H,108,400,IC,Invest Cont,1600 E 8TH ST,,34.0304,-118.2395,1600 S 8TH ST
201516029,10/7/2020,10/7/2020,1151,15,1555,1,330,26,F,A,502,-9,IC,Invest Cont,11100 OTSEGO ST,,34.163,-118.3709,1110 OTSEG ST
201611096,7/15/2020,7/7/2020,2208,16,1658,1,440,23,F,W,501,-9,IC,Invest Cont,6800 VALMONT ST,,34.2517,-118.2794,6800 S VALMON ST
201513965,8/14/2020,8/14/2020,1015,15,1555,2,745,0,M,O,401,400,AA,Adult Arrest,11300 MAGNOLIA BL,,34.1649,-118.378,1130 BL MAGNO BL
211610869,8/20/2021,10/20/2020,1300,16,1654,2,354,33,F,H,501,-9,IC,Invest Cont,10200 BRADLEY AV,,34.2555,-118.4041,1020 A BRADL AV
202005263,1/29/2020,1/29/2020,900,20,2045,1,510,0,,,707,-9,IC,Invest Cont,900 S MARIPOSA AV,,34.0559,-118.2987,900 MARIPOS AV
202112510,8/8/2020,8/8/2020,1500,21,2196,1,310,35,M,A,501,-9,IC,Invest Cont,4200 GOLONDRINA PL,,34.1466,-118.5963,4200 GOLOND PL
201908158,3/28/2020,3/28/2020,40,19,1905,1,330,39,M,H,108,-9,IC,Invest Cont,13900 FOOTHILL BL,,34.3155,-118.4343,1390 BL FOOTH BL
220705246,2/3/2022,2/11/2020,1200,7,747,1,341,57,F,B,501,-9,IC,Invest Cont,800 S TREMAINE AV,,34.0608,-118.3359,800 TREMAIN AV
201808344,3/17/2020,3/17/2020,2125,18,1822,1,210,0,X,X,418,104,IC,Invest Cont,9300 S BROADWAY,,33.9519,-118.2781,9300 BROADWWAY
201515826,10/2/2020,10/2/2020,110,15,1523,1,236,49,M,O,501,500,AA,Adult Arrest,6300 WHITSETT AV,,34.1849,-118.4095,6300 AV WHITSE AV
202107091,3/8/2020,3/7/2020,1700,21,2158,1,330,74,F,W,108,-9,IC,Invest Cont,6200 VARIEL AV,,34.1829,-118.5928,6200 VARIEL AV
201413300,7/5/2020,7/2/2020,2100,14,1435,2,930,55,M,B,502,511,IC,Invest Cont,3700 MCLAUGHLIN AV,,34.0098,-118.4255,3700 MCLAUG AV
201815488,8/13/2020,8/13/2020,1,18,1849,2,624,55,M,B,101,400,IC,Invest Cont,115TH ST,MONA BL,33.9298,-118.2305,115TST ST
201608722,5/3/2020,5/3/2020,1730,16,1698,1,210,31,F,B,101,102,IC,Invest Cont,ARMINTA,LEDGE,34.2141,-118.3576,ARMINTA
201514424,8/26/2020,8/26/2020,1330,15,1557,2,624,49,M,W,501,400,IC,Invest Cont,4800 WILLOW CREST AV,,34.1577,-118.3626,4800 WILLOW AV
201819555,10/26/2020,10/20/2020,1517,18,1824,1,230,24,M,H,101,307,IC,Invest Cont,CENTRAL,CENTURY,33.9457,-118.2541,CENTRAL
202107411,3/16/2020,3/15/2020,1800,21,2148,1,330,18,M,H,104,-9,IC,Invest Cont,7000 LARAMIE AV,,34.1974,-118.5733,7000 A LARAMI AV
201319758,11/4/2020,11/4/2020,2020,13,1351,1,440,62,M,B,124,-9,IC,Invest Cont,BROADWAY ST,VERNON,34.0038,-118.2784,BROAY ST
201316609,9/6/2020,9/6/2020,1530,13,1351,2,745,68,M,H,122,-9,IC,Invest Cont,4100 S BROADWAY,,34.0087,-118.2784,4100 BROADWWAY
201607024,3/12/2020,3/5/2020,801,16,1656,1,310,53,M,B,221,-9,IC,Invest Cont,8200 FOOTHILL BL,,34.2597,-118.3114,8200 BL FOOTHI BL
201310056,4/28/2020,4/28/2020,5,13,1375,2,930,26,F,H,502,511,IC,Invest Cont,1300 E 56TH ST,,33.9921,-118.2521,1300 ST 56TH ST
211104297,1/9/2021,12/28/2020,1126,11,1126,2,745,54,F,A,501,-9,IC,Invest Cont,1100 N AVENUE 53,,34.1232,-118.2003,1100 AVENUE 53
201509533,5/3/2020,5/2/2020,2310,15,1516,2,740,52,F,H,104,-9,IC,Invest Cont,11500 ARCHWOOD ST,,34.1922,-118.3823,1150 ST ARCHW ST
201312835,6/25/2020,6/23/2020,2100,13,1342,1,510,0,,,101,-9,IC,Invest Cont,500 E 35TH ST,,34.0145,-118.2658,500 ST35TH ST
230808643,4/25/2023,1/1/2020,800,8,801,1,341,56,F,W,501,-9,IC,Invest Cont,16700 MONTE HERMOSO DR,,34.0677,-118.552,1670 MONTEDR
201515624,9/27/2020,9/26/2020,2000,15,1544,1,420,46,M,W,101,-9,IC,Invest Cont,12200 ADDISON ST,,34.1613,-118.4009,1220 S ADDIS ST
201404273,1/5/2020,1/5/2020,840,14,1454,2,888,0,X,X,701,-9,IC,Invest Cont,4600 LINCOLN BL,,33.9815,-118.44,4600 B LINCOL BL
202015079,9/17/2020,1/1/2020,600,20,2014,2,812,13,F,H,502,400,IC,Invest Cont,200 N NORMANDIE AV,,34.0726,-118.3029,200 NORMANDAV
201707649,3/24/2020,3/24/2020,132,17,1745,2,753,0,X,X,121,104,AA,Adult Arrest,17600 KINGSBURY ST,,34.2637,-118.5176,1760ST KINGSST
201518060,11/29/2020,11/22/2020,800,15,1523,1,420,0,,,101,-9,IC,Invest Cont,12500 VICTORY BL,,34.1867,-118.4055,1250 B VICTO BL
201905141,1/25/2020,1/25/2020,1427,19,1943,2,903,61,M,H,108,-9,AO,Adult Other,14400 FOX ST,,34.2705,-118.4477,1440 FOX ST
202116559,12/2/2020,12/2/2020,1300,21,2128,2,662,76,M,W,501,-9,IC,Invest Cont,20200 STRATHERN ST,,34.2156,-118.5745,2020ST STRATST
201421596,12/11/2020,12/11/2020,1630,14,1494,2,626,31,M,B,212,400,IC,Invest Cont,400 WORLD WY,,33.9431,-118.4081,400 WORLD WY
212104251,1/7/2021,12/28/2020,1228,21,2185,1,341,74,M,H,501,-9,IC,Invest Cont,4800 LLANO DR,,34.1555,-118.6118,4800 LLANO DR
202114284,9/28/2020,9/28/2020,1700,21,2159,2,740,38,M,O,501,-9,IC,Invest Cont,19900 FRIAR ST,,34.1865,-118.567,1990 FRIARST
201605225,1/27/2020,1/26/2020,1810,16,1676,1,330,34,F,O,101,-9,IC,Invest Cont,8600 GLENOAKS BL,,34.2262,-118.3629,8600 BL GLENOA BL
201313169,6/30/2020,6/29/2020,730,13,1372,1,331,38,M,H,101,-9,IC,Invest Cont,5500 TOWNE AV,,33.9915,-118.2674,5500 TOWNE AV
201907942,3/22/2020,3/22/2020,15,19,1943,2,626,29,F,H,102,400,AA,Adult Arrest,10900 COLUMBUS AV,,34.2676,-118.4643,1090 AV COLUM AV
