CASE_NUMBER,Date Rptd,DATE OCC,TIME OCC,COD_AREA,Rpt Dist No,Part 1-2,Crm Cd,Vict Age,Vict Sex,Vict Descent,Premis Cd,Weapon Used Cd,Status,Status Desc,LOCATION,Cross Street,LAT,LON,Custom
202109524,5/19/2020,5/19/2020,358,21,2125,1,310,0,M,W,202,-9,IC,Invest Cont,21900 SATICOY ST,,34.2119,-118.6017,2190 S SATIC ST
201708776,5/4/2020,4/29/2020,1200,17,1794,1,341,0,X,X,729,-9,IC,Invest Cont,18300 ROSCOE BL,,34.2251,-118.5372,1830 ROSCO BL
201508644,4/13/2020,4/12/2020,2130,15,1539,2,740,52,F,W,501,400,AA,Adult Arrest,5900 RIVERTON AV,,34.1776,-118.3659,5900 AV RIVERT AV
201514271,8/20/2020,8/20/2020,1413,15,1589,2,903,58,M,W,502,-9,IC,Invest Cont,3800 BARHAM BL,,34.1441,-118.3411,3800 BARHAM BL
201421846,12/19/2020,12/18/2020,1730,14,1412,1,310,37,M,W,707,-9,IC,Invest Cont,1100 S MAIN ST,,33.9908,-118.4731,1100 ST MAIN ST
201405933,2/3/2020,2/3/2020,1130,14,1415,2,900,49,F,W,210,-9,IC,Invest Cont,800 LINCOLN BL,,33.9993,-118.4636,800 BLINCOLN BL
201811005,5/12/2020,5/12/2020,1345,18,1881,1,761,26,F,B,501,205,IC,Invest Cont,16100 S AINSWORTH ST,,33.8848,-118.2904,1610 AINSWST
201316957,9/14/2020,9/13/2020,2350,13,1362,2,753,0,F,H,101,106,IC,Invest Cont,400 E 49TH ST,,33.9988,-118.2696,400 ST49TH ST
201513163,7/27/2020,7/27/2020,630,15,1549,1,310,0,M,O,256,-9,IC,Invest Cont,5500 CLEON AV,,34.1705,-118.3686,5500 CLEON AV
201715905,12/1/2020,12/1/2020,1530,17,1713,2,624,75,F,O,501,400,AO,Adult Other,11300 YOLANDA AV,,34.2762,-118.5453,1130 A YOLAN AV
202117332,12/22/2020,12/19/2020,940,21,2145,1,440,43,F,A,708,-9,IC,Invest Cont,VANOWEN,GLADE,34.1937,-118.6081,VANOWEN
201319785,11/11/2020,11/11/2020,830,13,1363,1,236,26,F,B,501,207,AO,Adult Other,700 E 48TH ST,,33.9997,-118.2629,700 ST48TH ST
201606631,3/3/2020,2/16/2020,2230,16,1638,1,440,75,F,W,510,-9,IC,Invest Cont,7600 WYNGATE ST,,34.2574,-118.2979,7600 S WYNGAT ST
201409777,4/17/2020,4/17/2020,1150,14,1485,1,440,27,F,W,203,-9,IC,Invest Cont,8600 S SEPULVEDA BL,,33.9579,-118.402,8600 SEPULVBL
201419770,11/5/2020,11/5/2020,1050,14,1438,2,624,43,M,W,108,400,IC,Invest Cont,10700 VENICE BL,,34.0184,-118.4074,1070 VENIC BL
211704913,1/25/2021,12/21/2020,1000,17,1752,2,354,74,M,W,602,-9,IC,Invest Cont,10000 DE SOTO AV,,34.2518,-118.5886,1000 A DE SO AV
210508506,4/29/2021,3/1/2020,600,5,511,2,810,15,F,H,502,-9,IC,Invest Cont,1600 257TH ST,,33.7905,-118.3075,1600 257TH ST
211006486,3/23/2021,12/11/2020,1225,10,1044,1,440,0,M,W,213,-9,IC,Invest Cont,18300 OXNARD ST,,34.18,-118.5337,1830 OXNAR ST
201606120,2/20/2020,2/20/2020,1330,16,1663,2,624,15,F,H,721,400,IC,Invest Cont,9100 TELFAIR AV,,34.2348,-118.395,9100 A TELFAI AV
201915398,10/7/2020,10/4/2020,1000,19,1998,2,664,51,M,O,501,-9,IC,Invest Cont,14300 LORNE ST,,34.2169,-118.445,1430 LORNEST
211804055,1/2/2021,12/30/2020,1900,18,1846,1,341,47,M,H,501,-9,IC,Invest Cont,11200 ALVARO ST,,33.931,-118.2532,1120 ALVAR ST
201708369,4/20/2020,4/20/2020,1845,17,1785,1,230,47,F,A,203,400,IC,Invest Cont,AMIGO,GRESHAM,34.2308,-118.5386,AMIGIGO
202108297,4/14/2020,4/14/2020,1745,21,2143,2,624,29,M,B,102,400,AO,Adult Other,6600 FALLBROOK AV,,34.1883,-118.6274,6600AV FALLBRAV
201604694,1/17/2020,1/17/2020,120,16,1613,1,230,47,F,H,502,311,AA,Adult Arrest,VAN NUYS,GLENOAKS,34.2737,-118.4117,VAN SUYS
202016347,10/25/2020,10/25/2020,300,20,2088,2,740,57,M,H,501,-9,IC,Invest Cont,1800 S WESTMORELAND AV,,34.0406,-118.2896,1800 WESTMO AV
201320886,12/6/2020,12/5/2020,1700,13,1313,1,510,0,,,101,-9,IC,Invest Cont,1000 E 20TH ST,,34.0255,-118.2552,1000 ST 20TH ST
202010165,5/26/2020,5/26/2020,100,20,2031,1,510,0,,,108,-9,IC,Invest Cont,3900 W 8TH ST,,34.0599,-118.3139,3900 S 8TH ST
201904547,1/13/2020,1/12/2020,1820,19,1983,1,440,34,F,H,402,-9,IC,Invest Cont,15000 ROSCOE BL,,34.2249,-118.4637,1500 ROSCO BL
201808306,3/16/2020,3/16/2020,1700,18,1864,1,330,52,M,H,101,500,IC,Invest Cont,800 E 120TH ST,,33.9237,-118.2614,800 ST120TH ST
201311656,5/31/2020,5/31/2020,630,13,1307,2,626,50,F,H,101,400,AA,Adult Arrest,SAN PEDRO,7TH,34.0407,-118.2468,SAN RODRO
201705982,2/10/2020,2/10/2020,1,17,1729,1,331,29,F,W,501,-9,IC,Invest Cont,11200 AMESTOY AV,,34.274,-118.5052,1120 A AMEST AV
201911934,7/9/2020,7/8/2020,2130,19,1916,1,310,39,M,H,721,-9,IC,Invest Cont,13000 BORDEN AV,,34.3061,-118.4414,1300 BORDE AV
201604198,1/5/2020,1/4/2020,1153,16,1643,1,350,65,M,H,202,400,IC,Invest Cont,13400 VAN NUYS BL,,34.2643,-118.4246,1340 BL VAN N BL
201519170,12/30/2020,12/23/2020,1900,15,1583,2,740,75,F,W,707,-9,IC,Invest Cont,12000 WOODBRIDGE ST,,34.1485,-118.3954,1200 WOODB ST
201806778,2/18/2020,2/14/2020,245,18,1801,1,331,0,X,X,108,-9,IC,Invest Cont,8600 DENVER AV,,33.9601,-118.2839,8600 DENVER AV
202008756,4/20/2020,4/19/2020,1700,20,2074,1,510,0,,,101,-9,IC,Invest Cont,NORMANDIE,WASHINGTON,34.04,-118.3003,NORMIEDIE
201815775,8/17/2020,8/17/2020,1410,18,1849,2,354,49,F,B,501,-9,IC,Invest Cont,2200 E 115TH ST,,33.9297,-118.2335,2200ST 115TH ST
201415208,8/9/2020,8/9/2020,2000,14,1455,2,740,61,M,B,101,-9,IC,Invest Cont,CULVER BL,BRADDOCK,33.9859,-118.425,CULV BL
202017702,11/26/2020,11/26/2020,2115,20,2076,1,230,35,M,H,103,207,AA,Adult Arrest,WESTMORELAND AV,18TH ST,34.0436,-118.296,WESTELAND AV
201505134,1/23/2020,1/23/2020,1230,15,1532,2,664,21,F,W,502,-9,IC,Invest Cont,6000 WHITSETT AV,,34.1794,-118.4052,6000 AV WHITSE AV
202009658,5/12/2020,5/12/2020,1030,20,2038,2,745,25,F,K,122,-9,IC,Invest Cont,WILSHIRE,VERMONT AV,34.0618,-118.2916,WILSEIRE
202008221,3/31/2020,3/31/2020,1550,20,2071,2,745,36,M,H,122,-9,AO,Adult Other,1500 S WILTON PL,,34.0454,-118.3145,1500 WILTON PL
201812143,6/5/2020,6/4/2020,1615,18,1802,2,930,51,M,H,104,511,IC,Invest Cont,200 W 88TH ST,,33.9572,-118.2761,200 ST88TH ST
201512468,7/10/2020,6/28/2020,1000,15,1566,1,420,0,,,101,-9,IC,Invest Cont,10900 WHIPPLE ST,,34.1481,-118.3673,1090 S WHIPP ST
210809694,5/26/2021,4/15/2020,1820,8,857,2,354,28,M,F,502,-9,IC,Invest Cont,1400 S CANFIELD AV,,34.0548,-118.3894,1400 CANFIE AV
201600575,2/20/2020,2/20/2020,2115,16,1602,1,230,51,M,H,101,102,AO,Adult Other,12700 LOUVRE ST,,34.2806,-118.4108,1270 LOUVR ST
201605502,2/5/2020,2/4/2020,1800,16,1654,1,330,54,M,H,101,-9,IC,Invest Cont,OSBORNE,GLENOAKS,34.2632,-118.4022,OSBORNE
212110822,7/1/2021,12/2/2020,900,21,2137,2,354,50,F,B,502,-9,IC,Invest Cont,7300 INDEPENDENCE AV,,34.2029,-118.5906,7300 INDEPE AV
201315539,8/15/2020,8/14/2020,2100,13,1352,1,330,35,M,H,101,-9,IC,Invest Cont,4500 SAN PEDRO PL,,34.0027,-118.2734,4500PL SAN PEPL
201420810,11/22/2020,11/22/2020,1145,14,1431,1,480,30,M,O,117,-9,IC,Invest Cont,OCEAN FRONT WK,HORIZON AV,33.988,-118.4746,OCEARONT WK
201711458,7/22/2020,6/26/2020,1,17,1728,2,354,44,F,C,501,-9,IC,Invest Cont,18400 TRIBUNE ST,,34.2673,-118.5349,1840 S TRIBU ST
231907172,3/21/2023,3/15/2020,1200,19,1983,2,812,12,F,H,502,400,AO,Adult Other,8500 COLUMBUS AV,,34.2246,-118.4654,8500 AV COLUMB AV
202116909,12/11/2020,12/11/2020,1725,21,2126,2,930,19,M,H,101,511,AA,Adult Arrest,21200 LULL ST,,34.2095,-118.5956,2120 LULL ST
201506335,2/18/2020,2/12/2020,1,15,1583,1,331,36,F,W,101,-9,IC,Invest Cont,4200 TUJUNGA AV,,34.1451,-118.3875,4200 A TUJUNG AV
201511789,6/25/2020,6/25/2020,1505,15,1532,1,510,0,,,101,-9,IC,Invest Cont,12200 BURBANK BL,,34.1797,-118.4014,1220 B BURBA BL
201705980,2/13/2020,2/13/2020,745,17,1794,2,740,31,F,H,108,-9,IC,Invest Cont,8300 AMIGO AV,,34.2215,-118.5379,8300 AMIGO AV
202007781,3/20/2020,3/20/2020,1740,20,2034,1,310,0,X,X,502,-9,IC,Invest Cont,700 S ARDMORE AV,,34.0597,-118.302,700 ARDMORE AV
201818966,10/16/2020,10/16/2020,230,18,1824,1,440,36,F,B,502,-9,IC,Invest Cont,10300 AVALON BL,,33.9429,-118.265,1030 AVALO BL
201409893,4/19/2020,4/18/2020,1143,14,1464,2,354,32,M,W,248,-9,IC,Invest Cont,12900 AGUSTIN PL,,33.9755,-118.4213,1290 P AGUST PL
201900596,2/7/2020,2/6/2020,1220,19,1959,1,440,0,M,W,248,-9,IC,Invest Cont,14000 VAN NUYS BL,,34.2546,-118.4379,1400 BL VAN N BL
201707698,3/24/2020,3/23/2020,2000,17,1793,2,745,26,F,H,108,-9,IC,Invest Cont,19200 PARTHENIA ST,,34.2283,-118.5514,1920ST PARTHST
211220006,9/20/2021,9/15/2020,1750,12,1208,1,440,28,M,H,102,-9,IC,Invest Cont,HOOVER ST,52ND ST,33.9957,-118.2872,HOOV ST
201817341,9/16/2020,9/16/2020,1830,18,1836,1,761,37,F,B,502,109,IC,Invest Cont,10800 COMPTON AV,,33.9383,-118.2494,1080 A COMPT AV
201604484,1/13/2020,1/13/2020,730,16,1651,1,330,23,F,A,108,-9,IC,Invest Cont,9400 REMICK AV,,34.2397,-118.4149,9400 REMICK AV
201610349,6/23/2020,6/23/2020,2255,16,1638,1,310,0,M,O,725,-9,IC,Invest Cont,7700 FOOTHILL BL,,34.2595,-118.293,7700 BL FOOTHI BL
202018728,12/23/2020,12/23/2020,1400,20,2063,1,410,73,F,H,101,-9,IC,Invest Cont,1100 S OXFORD AV,,34.0499,-118.3074,1100 OXFORD AV
202106218,2/19/2020,2/18/2020,1800,21,2115,1,440,30,M,H,109,-9,IC,Invest Cont,21800 LANARK ST,,34.2176,-118.6031,2180 LANAR ST
201809184,4/5/2020,4/5/2020,1300,18,1826,2,624,26,F,H,101,400,AO,Adult Other,9500 MAIE AV,,33.9507,-118.2445,9500 MAIE AV
201420829,11/26/2020,11/26/2020,135,14,1472,1,420,22,F,H,108,-9,IC,Invest Cont,200 CULVER BL,,33.9589,-118.4484,200 CULVER BL
201711672,7/28/2020,7/28/2020,1415,17,1735,2,900,69,M,W,501,-9,AA,Adult Arrest,11000 ALDEA AV,,34.2709,-118.5088,1100 ALDEAAV
201711310,7/20/2020,6/20/2020,800,17,1755,2,662,82,F,W,501,-9,IC,Invest Cont,18100 ANDREA CIR,,34.2542,-118.5283,1810 ANDRECIR
201705529,2/4/2020,1/24/2020,1200,17,1727,2,354,25,F,H,501,-9,IC,Invest Cont,18600 HILLSBORO RD,,34.2604,-118.5408,1860RD HILLSRD
201408103,3/11/2020,3/3/2020,2300,14,1409,1,330,26,M,O,108,-9,IC,Invest Cont,3600 WATSEKA AV,,34.0288,-118.3996,3600 A WATSEK AV
201411289,5/22/2020,5/10/2020,1,14,1415,1,310,46,M,W,707,500,IC,Invest Cont,1000 ELKGROVE AV,,34,-118.4598,1000 AV ELKGRO AV
202110343,6/10/2020,6/4/2020,1900,21,2183,1,331,44,F,W,101,-9,IC,Invest Cont,CALABASH,RIGOLETTO,34.16,-118.6262,CALAHASH
211008707,6/2/2021,1/1/2020,1657,10,1063,2,354,55,F,W,501,-9,IC,Invest Cont,5300 VELOZ AV,,34.1668,-118.5402,5300 VELOZ AV
202107302,3/13/2020,3/12/2020,1600,21,2115,1,510,0,,,101,-9,IC,Invest Cont,8200 REMMET AV,,34.2184,-118.6003,8200 REMMET AV
201713085,9/10/2020,9/10/2020,1140,17,1728,1,310,73,F,W,501,-9,IC,Invest Cont,11000 BAIRD AV,,34.2696,-118.5372,1100 BAIRDAV
211704367,1/12/2021,12/12/2020,800,17,1708,1,420,0,,,101,-9,IC,Invest Cont,12200 WOODLEY AV,,34.2911,-118.4891,1220 A WOODL AV
201710942,7/9/2020,7/9/2020,900,17,1708,1,330,59,M,H,108,-9,IC,Invest Cont,11800 BALBOA BL,,34.2841,-118.5021,1180 BALBO BL
201808755,3/26/2020,3/26/2020,1430,18,1801,2,930,43,X,X,406,400,IC,Invest Cont,8600 ORCHARD AV,,33.9601,-118.2881,8600 A ORCHAR AV
210604868,1/22/2021,12/2/2020,945,6,663,1,330,29,M,H,108,-9,IC,Invest Cont,1100 N SYCAMORE AV,,34.0907,-118.3428,1100 SYCAMO AV
201415143,8/8/2020,8/7/2020,2130,14,1457,2,740,0,X,X,108,-9,IC,Invest Cont,12300 CULVER BL,,33.9916,-118.4162,1230 CULVE BL
202110215,6/6/2020,6/5/2020,1700,21,2138,2,626,31,F,H,502,400,AA,Adult Arrest,20300 COHASSET ST,,34.2071,-118.5754,2030 ST COHAS ST
201513160,7/27/2020,7/23/2020,5,15,1527,1,230,23,M,W,101,106,AA,Adult Arrest,6000 KLUMP AV,,34.1794,-118.3758,6000 KLUMP AV
201316496,9/4/2020,9/4/2020,1415,13,1361,1,648,0,M,W,102,-9,IC,Invest Cont,GRAND ST,49TH ST,33.9983,-118.2802,GRANST ST
202009082,4/29/2020,4/28/2020,1800,20,2053,1,510,0,,,101,-9,AA,Adult Arrest,OLYMPIC BL,SERRANO ST,34.0526,-118.3063,OLYM BL
201711883,8/5/2020,8/5/2020,120,17,1751,1,440,42,M,W,501,-9,IC,Invest Cont,10200 BROOKE AV,,34.2559,-118.607,1020 BROOK AV
201312787,6/24/2020,6/24/2020,850,13,1309,1,510,0,,,108,-9,IC,Invest Cont,2200 E 15TH ST,,34.0219,-118.2325,2200 ST 15TH ST
201908896,4/19/2020,4/14/2020,2200,19,1998,1,330,64,M,H,101,-9,IC,Invest Cont,WAKEFIELD AV,ROSCOE BL,34.2216,-118.4434,WAKELD AV
202013879,8/26/2020,8/26/2020,1130,20,2062,2,930,55,F,B,501,511,AO,Adult Other,1200 ARLINGTON AV,,34.0485,-118.317,1200AV ARLINGAV
202116131,11/19/2020,11/19/2020,1140,21,2143,1,236,28,F,W,101,400,IC,Invest Cont,VICTORY BL,FALLBROOK BL,34.1865,-118.6234,VICT BL
201408674,3/22/2020,2/25/2020,1615,14,1475,2,354,73,F,W,501,-9,IC,Invest Cont,7700 EMERSON AV,,33.9671,-118.4095,7700 A EMERSO AV
211704812,12/28/2020,12/28/2020,500,17,1791,1,330,49,M,O,501,-9,IC,Invest Cont,8300 MCCUE CT,,34.221,-118.5859,8300 MCCUE CT
201810284,4/29/2020,4/27/2020,2300,18,1802,1,510,0,,,101,-9,IC,Invest Cont,92ND,MAIN,33.9529,-118.2739,92ND2ND
201710691,7/2/2020,7/2/2020,37,17,1792,1,510,0,,,101,-9,AA,Adult Arrest,8400 AURA AV,,34.2226,-118.5547,8400 AURA AV
201905930,2/10/2020,2/9/2020,2100,19,1974,2,662,46,F,B,210,-9,IC,Invest Cont,14500 NORDHOFF ST,,34.2354,-118.4481,1450 ST NORDH ST
201410038,4/22/2020,4/22/2020,1700,14,1401,1,331,77,F,H,101,-9,IC,Invest Cont,WELLESLEY,PEARL,34.0262,-118.4501,WELLEYLEY
201809223,4/6/2020,4/3/2020,1730,18,1841,2,740,0,X,X,108,-9,IC,Invest Cont,10400 S FIGUEROA ST,,33.9367,-118.2871,1040 FIGUE ST
201917292,11/23/2020,9/8/2020,1200,19,1979,2,354,38,F,H,501,-9,IC,Invest Cont,13100 RANGOON ST,,34.2336,-118.4189,1310 S RANGO ST
201406776,2/17/2020,2/15/2020,1715,14,1472,1,310,0,X,X,108,-9,AA,Adult Arrest,300 CULVER BL,,33.9596,-118.4476,300 CULVER BL
201605577,2/6/2020,2/6/2020,500,16,1699,1,330,52,M,W,101,-9,IC,Invest Cont,DELIA,SAN FERNANDO,34.2107,-118.3507,DELILIA
202010192,5/25/2020,5/24/2020,2330,20,2005,1,820,26,M,A,301,400,IC,Invest Cont,4600 MELROSE AV,,34.0836,-118.3011,4600 A MELROS AV
201915189,10/2/2020,10/1/2020,1700,19,1961,1,330,59,M,O,101,-9,IC,Invest Cont,9400 N SEPULVEDA BL,,34.2388,-118.4677,9400 SEPULVBL
201513598,8/7/2020,7/29/2020,2230,15,1557,2,740,38,M,O,122,-9,IC,Invest Cont,5000 VINELAND AV,,34.1613,-118.3703,5000 AV VINELA AV
201907764,3/17/2020,3/12/2020,1800,19,1907,1,510,0,,,101,-9,IC,Invest Cont,13000 CHIPPEWA ST,,34.2987,-118.4163,1300 ST CHIPP ST
201310607,5/10/2020,5/9/2020,1400,13,1347,1,510,0,,,101,-9,IC,Invest Cont,1600 E 32ND ST,,34.0121,-118.2458,1600 ST 32ND ST
201604467,1/13/2020,1/12/2020,1900,16,1684,1,330,29,F,H,101,-9,IC,Invest Cont,RADFORD AV,SATICOY ST,34.2085,-118.3921,RADF AV
201813595,7/6/2020,7/6/2020,1915,18,1862,1,210,69,F,H,124,400,IC,Invest Cont,FIGUEROA ST,115TH ST,33.9298,-118.2826,FIGUA ST
